,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_rp__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
267,0.05872135162353516,0.007025357295098692,0.001001453399658203,3.403247963921028e-05,0.001,"(100, 25, 100)",3,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'rp__n_components': 3}",0.5902255639097744,0.6823308270676691,0.7083011583011585,0.6384169884169884,0.63996138996139,0.6517892004660603,0.040616475356198896,204,0.693240651965484,0.6569750719079577,0.6244047619047619,0.6564285714285715,0.6366666666666667,0.6535431447746883,0.023366029862136352
268,0.08202319145202637,0.021460343454442542,0.001085662841796875,4.2030321662362154e-05,0.001,"(100, 25, 100)",4,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'rp__n_components': 4}",0.593609022556391,0.5048872180451128,0.543050193050193,0.5723938223938222,0.5532818532818532,0.5534287931818069,0.02986163651510511,334,0.6399209012464044,0.5514741131351868,0.5119047619047621,0.5770238095238096,0.5623809523809524,0.5685409076382231,0.041722743531140846
269,0.06953158378601074,0.01056492744114825,0.0011304378509521484,0.00011768111144776725,0.001,"(100, 25, 100)",5,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'rp__n_components': 5}",0.6187969924812029,0.6451127819548871,0.7727799227799227,0.7584942084942087,0.7274131274131275,0.7042491477069541,0.06165164375065984,34,0.7159635666347075,0.6940436241610737,0.6729761904761906,0.705595238095238,0.6926190476190478,0.6962395333972515,0.014392218425626931
270,0.07817058563232422,0.03098824877922678,0.0009842395782470703,2.0620877900647342e-05,0.001,"(100, 25, 100)",6,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'rp__n_components': 6}",0.5481203007518797,0.6357142857142858,0.62007722007722,0.5675675675675674,0.5938223938223937,0.5930560963786485,0.03235937510201386,310,0.6182166826462128,0.7450862895493766,0.639404761904762,0.5613095238095239,0.5910714285714287,0.6310177372962608,0.0627706721380471
271,0.10678496360778808,0.010657313041345345,0.0011087894439697266,6.922102321192553e-05,0.001,"(100, 25, 100)",7,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'rp__n_components': 7}",0.6236842105263156,0.6883458646616541,0.7750965250965252,0.8021235521235521,0.8005791505791505,0.7376606433795495,0.07069504174130459,6,0.7772890699904123,0.770146212847555,0.7457142857142858,0.7528571428571428,0.7521428571428572,0.7596299137104505,0.011983400950202555
272,0.07310333251953124,0.019271239833114014,0.0010500907897949218,5.901591419375681e-05,0.001,"(100, 25, 100)",8,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'rp__n_components': 8}",0.6451127819548871,0.6631578947368421,0.7416988416988417,0.7194980694980695,0.7115830115830115,0.6960534167973157,0.0362249241632349,48,0.7035234899328857,0.7105105465004793,0.7177380952380954,0.7130952380952381,0.6964285714285715,0.708259188239054,0.007492609728162523
273,0.0668114185333252,0.0115028156512565,0.0010294437408447266,5.173812811848821e-05,0.001,"(100, 25, 100)",9,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'rp__n_components': 9}",0.5398496240601502,0.6917293233082706,0.5945945945945944,0.5986486486486486,0.586100386100386,0.6022351855783198,0.04959432349860768,299,0.655345158197507,0.6582694151486096,0.5898809523809524,0.6376190476190476,0.6011904761904763,0.6284610099073186,0.028025955666083815
274,0.12554411888122557,0.03415664648593415,0.0010100841522216798,1.3276811199385193e-05,0.001,"(100, 25, 100)",10,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'rp__n_components': 10}",0.6654135338345863,0.6966165413533835,0.775096525096525,0.686100386100386,0.7886100386100384,0.7222133924574382,0.049760836537085226,10,0.7372363374880152,0.8009947267497602,0.7308333333333334,0.6866666666666666,0.7546428571428571,0.7420747842761265,0.03701177207409583
275,0.05888600349426269,0.003145267069497535,0.0012150287628173828,0.0001660544856384982,0.001,"(100, 25, 100)",11,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'rp__n_components': 11}",0.6661654135338345,0.6605263157894737,0.7561776061776062,0.7260617760617761,0.7681467181467181,0.715221637817933,0.04473722211443428,22,0.7422459252157237,0.6584851390220516,0.6785714285714288,0.7163095238095238,0.6967857142857143,0.6984795461808885,0.029093500488207025
276,0.09610161781311036,0.025439685636394118,0.0010218143463134766,2.7064615097713652e-05,0.001,"(100, 25, 100)",12,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'rp__n_components': 12}",0.5718045112781954,0.5887218045112781,0.7608108108108108,0.7608108108108108,0.6861003861003862,0.6733018564832737,0.08120935662455425,131,0.581244007670182,0.5879554170661552,0.7288095238095239,0.6959523809523809,0.6859523809523811,0.6559827420901245,0.060021807357875816
277,0.08077487945556641,0.021994008808143253,0.001003122329711914,3.399939221524959e-05,0.001,"(100, 25, 100)",13,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'rp__n_components': 13}",0.6259398496240601,0.5744360902255639,0.6955598455598456,0.592277992277992,0.7544401544401544,0.6483507386918148,0.06717862599363227,218,0.7390220517737295,0.6750479386385426,0.6371428571428572,0.6325000000000001,0.7426190476190477,0.6852663790348356,0.04771494857004412
278,0.11089472770690918,0.022146313930834997,0.0010663986206054688,8.711808355503321e-05,0.001,"(100, 25, 100)",14,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'rp__n_components': 14}",0.6296992481203008,0.6834586466165414,0.7083011583011584,0.7536679536679537,0.6924710424710424,0.6933820282247216,0.04005149605822335,56,0.7667905081495685,0.72923058485139,0.6930952380952382,0.748452380952381,0.7123809523809523,0.7299899328859061,0.025950012084396668
279,0.08005127906799317,0.021364577750734456,0.0010488510131835937,8.262838130419308e-05,0.001,"(100, 25, 100)",15,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'rp__n_components': 15}",0.6082706766917293,0.7015037593984963,0.713899613899614,0.7003861003861004,0.728957528957529,0.6904705141988293,0.042514792576628616,66,0.7657118887823584,0.7236577181208053,0.6972619047619049,0.6811904761904761,0.6911904761904762,0.7118024928092043,0.0303978579268225
280,0.09268507957458497,0.017499433295942852,0.0010137557983398438,5.084636050522466e-05,0.001,"(100, 25, 100)",16,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'rp__n_components': 16}",0.6033834586466165,0.692857142857143,0.5675675675675674,0.5397683397683396,0.6065637065637065,0.6021997088448131,0.0516974766990248,303,0.7468720038350909,0.6638422818791946,0.5739285714285716,0.5739285714285715,0.6070238095238096,0.6331190476190477,0.06568354217892139
281,0.08821964263916016,0.0031868843536013883,0.0010145187377929687,1.261898886044017e-05,0.001,"(100, 25, 100)",17,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'rp__n_components': 17}",0.6067669172932331,0.6665413533834585,0.6884169884169884,0.7146718146718147,0.6996138996138996,0.6750586264846777,0.037695141898201126,127,0.707682166826462,0.6579937679769893,0.6607142857142859,0.6771428571428572,0.7161904761904763,0.683944710770214,0.023927496736872365
282,0.10175499916076661,0.017098006279020722,0.000999307632446289,2.466801720126091e-05,0.001,"(100, 25, 100)",18,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'rp__n_components': 18}",0.6522556390977442,0.6582706766917293,0.7608108108108108,0.6073359073359074,0.7345559845559845,0.6825438199151812,0.056476963524338245,100,0.7276006711409394,0.7323106423777564,0.7185714285714286,0.624404761904762,0.7261904761904763,0.7058155960370726,0.040944225226287496
283,0.08841919898986816,0.0037276246607652786,0.0010724067687988281,9.260099039422101e-05,0.001,"(100, 25, 100)",19,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'rp__n_components': 19}",0.6105263157894736,0.6883458646616541,0.7225868725868726,0.6407335907335908,0.6343629343629343,0.6592743371337902,0.040481636135840195,175,0.7332334611697026,0.7267377756471715,0.705357142857143,0.6336904761904762,0.6552380952380954,0.6908513902205178,0.03957313818423266
284,0.08054895401000976,0.015902654968523097,0.0010491371154785155,6.892558653913562e-05,0.001,"(100, 25, 100)",20,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'rp__n_components': 20}",0.630827067669173,0.5947368421052632,0.7225868725868726,0.6613899613899614,0.7123552123552123,0.6641870227433299,0.048345724350989105,160,0.7312320230105464,0.6137224352828379,0.6646428571428572,0.5965476190476191,0.7359523809523809,0.6684194630872483,0.05775413794395878
285,0.05283041000366211,0.0087798452870804,0.0008528709411621093,3.8710955042767716e-05,0.0001,"(50, 50)",2,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 2}",0.5890977443609022,0.493984962406015,0.44324324324324316,0.605019305019305,0.6057915057915056,0.5474054303810257,0.06652854277735262,340,0.6071308724832212,0.5733820709491849,0.4897619047619049,0.6046428571428571,0.6030952380952382,0.5756025886864813,0.04464699174269113
286,0.056871795654296876,0.009608085884503037,0.0008512496948242188,7.473068251519596e-05,0.0001,"(50, 50)",3,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 3}",0.5770676691729323,0.6526315789473683,0.6496138996138997,0.6781853281853282,0.6988416988416989,0.6511323984126102,0.041273774778055695,208,0.6918863854266538,0.6463806327900287,0.6503571428571431,0.675,0.6707142857142858,0.6668676893576223,0.016728320689525705
287,0.06413731575012208,0.015135633543498292,0.0009436607360839844,0.00011720333374239,0.0001,"(50, 50)",4,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 4}",0.5624060150375939,0.4966165413533834,0.6279922779922781,0.558108108108108,0.546138996138996,0.5581453444875968,0.0420219924323717,329,0.5877396931927131,0.5676054650047938,0.5932142857142858,0.6122619047619048,0.5303571428571431,0.5782356983061681,0.02784896643411214
288,0.07126855850219727,0.009184330634008196,0.0009806632995605468,0.00012105236074969672,0.0001,"(50, 50)",5,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 5}",0.593609022556391,0.6402255639097744,0.7416988416988417,0.6208494208494209,0.62007722007722,0.6431937839465037,0.05133838260516585,224,0.6512823585810161,0.6618408437200382,0.6923809523809525,0.6065476190476191,0.6314285714285716,0.6486960690316396,0.02885308072983713
289,0.0340116024017334,0.0025892717311706793,0.000940704345703125,0.00010416492168338941,0.0001,"(50, 50)",6,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 6}",0.5984962406015037,0.6330827067669172,0.705984555984556,0.671042471042471,0.6789575289575288,0.6573573069015586,0.03763973814110652,185,0.6764022051773729,0.6564837008628953,0.6635714285714287,0.673809523809524,0.6751190476190477,0.6690771812080538,0.007764847090274003
290,0.06643619537353515,0.029187246095203737,0.0008876800537109375,7.176746157247927e-05,0.0001,"(50, 50)",7,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 7}",0.6225563909774435,0.7300751879699248,0.4999999999999999,0.4714285714285713,0.7194980694980695,0.6089634285017994,0.10750107154706832,282,0.7806447746883989,0.7515819750719079,0.4954761904761907,0.5026190476190477,0.7234523809523811,0.6507548737615854,0.1252023248529781
291,0.04593892097473144,0.005669718580180484,0.0009060859680175781,0.00010403430692672316,0.0001,"(50, 50)",8,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 8}",0.5913533834586465,0.6834586466165414,0.5851351351351349,0.7202702702702702,0.6797297297297297,0.6519351186360889,0.05395834992965076,200,0.7124520613614573,0.7057406519654841,0.6051190476190478,0.6590476190476191,0.6823809523809524,0.6729480664749122,0.038778594222321085
292,0.07977995872497559,0.00996178548332778,0.0008168220520019531,1.55041752337422e-05,0.0001,"(50, 50)",9,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 9}",0.6011278195488721,0.6954887218045113,0.7131274131274131,0.6988416988416989,0.6988416988416988,0.6813619054430581,0.04071425776976515,102,0.7592162032598273,0.6997363374880153,0.6701190476190477,0.6908333333333333,0.6825,0.7004809843400447,0.03094711815249711
